name,description,asks_fee,label
SureShotOverseas Agency,Earn daily 3000 INR. First pay processing fee for ID card. Must pay consultancy fee and visa processing amount in advance.,1,1
Placement100% Jobs,We guarantee job in MNC without exams. Pay security deposit. Simple work from mobile. Join now by paying account creation fee.,1,1
PayQuick Agency,Company charges for profile activation. Refund if not selected. Must pay consultancy fee and visa processing amount in advance.,1,1
SilverPrime Partners,All communication happens from verified company email domains. Candidates are hired as full time employees with standard background checks.,0,0
NorthPoint Talent Advisory,"Full‑service recruitment and HR advisory firm with registered office address, PAN and GST details on all invoices; recruitment fees are billed only to corporate clients.",0,0
PlacementQuick Consultancy,Part-time copy paste work. First transfer processing fee. Activation fee must be paid immediately to unlock projects.,1,1
NextGenHR Solutions,Works only on retained search basis. All openings are listed on our official website.,0,0
SilverSilver Partners,"We are paid by employers, not by job seekers. Candidates are hired as full time employees with standard background checks.",0,0
PlacementFirst Consultancy,We guarantee job in MNC without exams. Pay security deposit. Demands non-refundable registration fee to reserve offer letter.,0,1
Assured Offer Placement Services,Advertises 100% job guarantee with no interview. Demands non‑refundable registration fee of 5000 to 'reserve your offer letter'.,1,1
HRConsulting HR,Consulting and training firm in data science. Consulting and training firm in data science.,0,0
TalentNextGen Partners,Provides project-based hiring for Java and .NET engineers. Candidates are hired as full time employees with standard background checks.,0,0
DreamGuaranteed Services,100% placement guarantee. Freshers must pay placement fee. Demands non-refundable registration fee to reserve offer letter.,1,1
TalentHR Partners,Provides project-based hiring for Java and .NET engineers. Works only on retained search basis.,0,0
SureShotVisas Consultancy,NO INTERVIEW required. Send joining fee on Google Pay. NO INTERVIEW required. Send joining fee on Google Pay.,0,1
VisasOffer Services,Must pay consultancy fee and visa processing amount in advance. Earn daily 3000 INR. First pay processing fee for ID card.,1,1
EasyInstant Consultancy,We guarantee job in MNC without exams. Pay security deposit. Get selected instantly for high-paying job. Just pay registration fee.,1,1
JobFirst Agency,We guarantee job in MNC without exams. Pay security deposit. Activation fee must be paid immediately to unlock projects.,1,1
SkillSpring Careers,"Provides skill‑development workshops and arranges open interviews with partner companies during job fairs. All event fees are for training logistics, not for job approvals.",0,0
EasyFirst Jobs,Activation fee must be paid immediately to unlock projects. NO INTERVIEW required. Send joining fee on Google Pay.,1,1
DreamJob Services,One-time registration fee required before sharing interview location. 100% placement guarantee. Freshers must pay placement fee.,1,1
Job100% Jobs,We offer premium job placement services for freshers and experienced candidates.,1,1
DreamJob Consultancy,NO INTERVIEW required. Send joining fee on Google Pay. One-time registration fee required before sharing interview location.,1,1
TalentCity Solutions,No fees are collected from candidates at any stage. All openings are listed on our official website.,0,0
SureShot100% Agency,NO INTERVIEW required. Send joining fee on Google Pay. Get selected instantly for high-paying job. Just pay registration fee.,1,1
OverseasVisas Consultancy,Activation fee must be paid immediately to unlock projects. One-time registration fee required before sharing interview location.,1,1
PartnersUrban Solutions,All communication happens from verified company email domains. We are an IT staffing firm partnering with MNC clients.,0,0
PartnersGlobal HR,Service charges are billed only to client companies. Service charges are billed only to client companies.,0,0
UrbanBright Staffing,All openings are listed on our official website. Works only on retained search basis.,0,0
SilverPrime HR,"All communication happens from verified company email domains. We are paid by employers, not by job seekers.",0,0
PayPay Consultancy,Activation fee must be paid immediately to unlock projects. Demands non-refundable registration fee to reserve offer letter.,1,1
CashQuick Agency,100% placement guarantee. Freshers must pay placement fee. Must pay consultancy fee and visa processing amount in advance.,1,1
OverseasInstant Services,Simple work from mobile. Join now by paying account creation fee. Company charges for profile activation. Refund if not selected.,1,1
100%Dream Agency,Pay joining fee to access premium job list and HR contacts. NO INTERVIEW required. Send joining fee on Google Pay.,1,1
Northbridge Talent Consultants,"Registered recruitment consultancy focusing on entry and mid‑level IT roles. We are paid by employers, not by job seekers.",0,0
PayFirst Jobs,Earn daily 3000 INR. First pay processing fee for ID card. NO INTERVIEW required. Send joining fee on Google Pay.,0,1
InstantVisas Agency,Pay joining fee to access premium job list and HR contacts. Simple work from mobile. Join now by paying account creation fee.,1,1
SummitHR Solutions,Works only on retained search basis. No fees are collected from candidates at any stage.,0,0
GuaranteedPlacement Jobs,We offer premium job placement services for freshers and experienced candidates.,1,1
TalentTalent Solutions,"We are paid by employers, not by job seekers. Works only on retained search basis.",0,0
TalentPartners Staffing,All communication happens from verified company email domains. Works only on retained search basis.,0,0
PartnersPrime Solutions,Candidates are hired as full time employees with standard background checks. No fees are collected from candidates at any stage.,0,0
CityCore HR,Recruitment for clients is free for job seekers. No fees are collected from candidates at any stage.,0,0
SilverCrest HR Partners,"Provides permanent recruitment for healthcare and pharma companies. Signed service agreements clearly state that hospitals and labs, not candidates, bear recruitment costs.",0,0
PrimeCity HR,Selection process includes technical test and HR round. Consulting and training firm in data science.,0,0
CorePrime Solutions,Official recruitment partner for mid-size software companies. No fees are collected from candidates at any stage.,0,0
StaffingNextGen HR,Works only on retained search basis. All communication happens from verified company email domains.,0,0
GuaranteedFirst Services,Part-time copy paste work. First transfer processing fee. Must pay consultancy fee and visa processing amount in advance.,1,1
TechBright Partners,Selection process includes technical test and HR round. Official recruitment partner for mid-size software companies.,0,0
SilverGate IT Staffing,"Registered vendor for multiple enterprises; publishes registration number and address on invoices, and explicitly warns candidates against paying any fees.",0,0
TalentSphere Global,End‑to‑end recruitment partner for SaaS startups. All communication uses official company domain; they never share personal payment QR codes.,0,0
PlacementSureShot Consultancy,We offer premium job placement services for freshers and experienced candidates.,1,1
PrimePartners Partners,Official recruitment partner for mid-size software companies. Selection process includes technical test and HR round.,0,0
CityNextGen Staffing,All openings are listed on our official website. Works only on retained search basis.,1,0
Easy100% Agency,NO INTERVIEW required. Send joining fee on Google Pay. Must pay consultancy fee and visa processing amount in advance.,1,1
EasyMoney Jobs Portal,You can earn 1 lakh per month with simple mobile work. Activation fee 3000 must be paid immediately to unlock projects.,1,1
HRNextGen Partners,All communication happens from verified company email domains. Selection process includes technical test and HR round.,0,0
VisasFirst Consultancy,Asks candidates to pay processing fee in cash before employer details. Must pay consultancy fee and visa processing amount in advance.,1,1
VisasVisas Services,Activation fee must be paid immediately to unlock projects. Pay joining fee to access premium job list and HR contacts.,1,1
PayOverseas Services,Part-time copy paste work. First transfer processing fee. Pay joining fee to access premium job list and HR contacts.,1,1
InstantVisas Consultancy,NO INTERVIEW required. Send joining fee on Google Pay. We guarantee job in MNC without exams. Pay security deposit.,1,1
FirstPlacement Services,NO INTERVIEW required. Send joining fee on Google Pay. Part-time copy paste work. First transfer processing fee.,1,1
CityBright Partners,Selection process includes technical test and HR round. Works only on retained search basis.,0,0
OverseasPlacement Jobs,Activation fee must be paid immediately to unlock projects. 100% placement guarantee. Freshers must pay placement fee.,1,1
SureShotEasy Consultancy,Activation fee must be paid immediately to unlock projects. Asks candidates to pay processing fee in cash before employer details.,1,1
StaffingConsulting Partners,Official recruitment partner for mid-size software companies. Service charges are billed only to client companies.,0,0
PrimeHR Staffing,Official recruitment partner for mid-size software companies. Service charges are billed only to client companies.,0,0
EasyPay Jobs,Part-time copy paste work. First transfer processing fee. Must pay consultancy fee and visa processing amount in advance.,1,1
BrightPay Online Tasking,Claims to pay per click for watching ads; asks users to buy a plan for 999 before they can withdraw earnings.,1,1
PlacementOverseas Services,Simple work from mobile. Join now by paying account creation fee. Must pay consultancy fee and visa processing amount in advance.,0,1
CoreCore HR,All communication happens from verified company email domains. Provides project-based hiring for Java and .NET engineers.,0,0
GlobalGlobal Staffing,Recruitment for clients is free for job seekers. We are an IT staffing firm partnering with MNC clients.,0,0
AdvisoryAdvisory Staffing,Official recruitment partner for mid-size software companies. Service charges are billed only to client companies.,0,0
SilverTech Partners,We provide 100 percent placement assistance after our intensive 6-month paid bootcamp. Recruitment itself is free.,1,0
SilverStaffing Partners,Service charges are billed only to client companies. Consulting and training firm in data science.,0,0
SureShotOffer Consultancy,Company charges for profile activation. Refund if not selected. 100% placement guarantee. Freshers must pay placement fee.,1,1
PrimeLink Overseas Jobs,Displays multiple fake logos and stamps on brochures; insists candidates pay for 'embassy appointment' through UPI to personal ID.,1,1
BluePartners Solutions,All communication happens from verified company email domains. All communication happens from verified company email domains.,0,0
Registration Fee Job Consultancy,We will arrange sure‑shot jobs for you. One‑time registration fee 2000 required before sharing interview location.,1,1
OfferQuick Services,Get selected instantly for high-paying job. Just pay registration fee. Get selected instantly for high-paying job. Just pay registration fee.,1,1
SmartEarn Online Projects,Offers 'unlimited income' from form filling. Requires one‑time portal activation fee of 1800 paid before you can login.,1,1
CitySummit Partners,"We are paid by employers, not by job seekers. Candidates are hired as full time employees with standard background checks.",0,0
OverseasEasy Jobs,We offer premium job placement services for freshers and experienced candidates.,1,1
PartnersCore Solutions,"We are paid by employers, not by job seekers. Provides project-based hiring for Java and .NET engineers.",0,0
100%Overseas Services,100% placement guarantee. Freshers must pay placement fee. Demands non-refundable registration fee to reserve offer letter.,1,1
GuaranteedOffer Agency,We guarantee job in MNC without exams. Pay security deposit. Pay joining fee to access premium job list and HR contacts.,1,1
DreamEasy Jobs,Activation fee must be paid immediately to unlock projects. Must pay consultancy fee and visa processing amount in advance.,0,1
GoldCoin Online Typing,Advertises income screenshots and says 'pay 1500 security amount and start work same day'; no physical office or registration details provided.,1,1
BlueStaffing Solutions,"We are paid by employers, not by job seekers. Consulting and training firm in data science.",0,0
Dream100% Agency,Activation fee must be paid immediately to unlock projects. Get selected instantly for high-paying job. Just pay registration fee.,1,1
CashSureShot Jobs,Activation fee must be paid immediately to unlock projects. Simple work from mobile. Join now by paying account creation fee.,1,1
GlobalPartners HR,"We are paid by employers, not by job seekers. We are paid by employers, not by job seekers.",0,0
NextGenGlobal HR,Provides project-based hiring for Java and .NET engineers. Selection process includes technical test and HR round.,0,0
VisasPay Services,Asks candidates to pay processing fee in cash before employer details. Simple work from mobile. Join now by paying account creation fee.,0,1
InstantInstant Services,We offer premium job placement services for freshers and experienced candidates.,1,1
SummitSilver Staffing,Recruitment for clients is free for job seekers. Recruitment for clients is free for job seekers.,0,0
PartnersNextGen Solutions,Provides project-based hiring for Java and .NET engineers. All openings are listed on our official website.,0,0
PlacementPlacement Consultancy,Get selected instantly for high-paying job. Just pay registration fee. Must pay consultancy fee and visa processing amount in advance.,0,1
InstantCash Agency,Company charges for profile activation. Refund if not selected. Earn daily 3000 INR. First pay processing fee for ID card.,1,1
HRUrban Partners,All communication happens from verified company email domains. Recruitment for clients is free for job seekers.,0,0
EasyEasy Jobs,Activation fee must be paid immediately to unlock projects. One-time registration fee required before sharing interview location.,1,1
PartnersTalent Partners,Selection process includes technical test and HR round. No fees are collected from candidates at any stage.,0,0
UrbanGlobal HR,Service charges are billed only to client companies. All communication happens from verified company email domains.,0,0
PlacementPay Consultancy,Demands non-refundable registration fee to reserve offer letter. One-time registration fee required before sharing interview location.,1,1
JobInstant Agency,Simple work from mobile. Join now by paying account creation fee. Get selected instantly for high-paying job. Just pay registration fee.,1,1
NextGenCity Partners,Official recruitment partner for mid-size software companies. Candidates are hired as full time employees with standard background checks.,0,0
GuaranteedOffer Agency,Part-time copy paste work. First transfer processing fee. We guarantee job in MNC without exams. Pay security deposit.,1,1
PrimeSummit Partners,Official recruitment partner for mid-size software companies. No fees are collected from candidates at any stage.,0,0
100%Job Services,Simple work from mobile. Join now by paying account creation fee. We guarantee job in MNC without exams. Pay security deposit.,1,1
JobQuick Agency,One-time registration fee required before sharing interview location. 100% placement guarantee. Freshers must pay placement fee.,1,1
AdvisoryHR Staffing,Service charges are billed only to client companies. Service charges are billed only to client companies.,0,0
UrbanPrime HR,Candidates are hired as full time employees with standard background checks. No fees are collected from candidates at any stage.,0,0
Credence Career Link,Helps freshers connect with startups. They arrange unpaid internship and stipend‑based offers; all stipends are paid by companies directly into candidate bank accounts.,0,0
TalentNextGen Solutions,Service charges are billed only to client companies. Recruitment for clients is free for job seekers.,0,0
EasyDream Agency,Pay joining fee to access premium job list and HR contacts. One-time registration fee required before sharing interview location.,1,1
Silverline HR Consulting Services,Official recruitment partner for mid-size software companies. All interviews are scheduled directly with client HR. We never ask candidates to pay money.,0,0
VisasJob Jobs,Asks candidates to pay processing fee in cash before employer details. Earn daily 3000 INR. First pay processing fee for ID card.,1,1
NextGenCore HR,"Official recruitment partner for mid-size software companies. We are paid by employers, not by job seekers.",0,0
JobGuaranteed Jobs,We offer premium job placement services for freshers and experienced candidates.,1,1
DirectConnect HR Desk,In‑house HR desk of a large BPO; contacts candidates only from official email and company phone numbers; never uses WhatsApp for payment or documentation.,0,0
PrimeSilver HR,Works only on retained search basis. Recruitment for clients is free for job seekers.,0,0
Royal Star Job Consultancy,"New agency promising quick Gulf jobs. Asks candidates to pay 10,000 processing fee in cash before sharing employer details.",1,1
CashPay Services,Demands non-refundable registration fee to reserve offer letter. Demands non-refundable registration fee to reserve offer letter.,1,1
CoreBright Partners,Recruitment for clients is free for job seekers. Recruitment for clients is free for job seekers.,0,0
OfferVisas Consultancy,One-time registration fee required before sharing interview location. Activation fee must be paid immediately to unlock projects.,1,1
SummitUrban Staffing,All openings are listed on our official website. No fees are collected from candidates at any stage.,0,0
SureShotDream Services,We offer premium job placement services for freshers and experienced candidates.,1,1
NextStep HR Partners,Provides RPO (Recruitment Process Outsourcing) services to SMEs. Service fee is based on signed annual contracts; any consultant asking candidates for money is terminated.,0,0
CityNextGen Staffing,"Service charges are billed only to client companies. We are paid by employers, not by job seekers.",0,0
GuaranteedPlacement Jobs,Demands non-refundable registration fee to reserve offer letter. Company charges for profile activation. Refund if not selected.,0,1
Dream100% Agency,Asks candidates to pay processing fee in cash before employer details. NO INTERVIEW required. Send joining fee on Google Pay.,1,1
PlacementSureShot Consultancy,Pay joining fee to access premium job list and HR contacts. Get selected instantly for high-paying job. Just pay registration fee.,1,1
TechPartners Solutions,Selection process includes technical test and HR round. Consulting and training firm in data science.,0,0
SummitTalent HR,We are an IT staffing firm partnering with MNC clients. No fees are collected from candidates at any stage.,0,0
No Interview WhatsApp Hiring Service,We guarantee job in MNC without any exams. Pay 3999 security deposit via WhatsApp and get offer letter within 24 hours.,1,1
SummitBlue Staffing,"We are paid by employers, not by job seekers. No fees are collected from candidates at any stage.",0,0
SilverCity Partners,Works only on retained search basis. Recruitment for clients is free for job seekers.,0,0
TalentPrime Partners,"All communication happens from verified company email domains. We are paid by employers, not by job seekers.",0,0
SureShotInstant Consultancy,Pay joining fee to access premium job list and HR contacts. Demands non-refundable registration fee to reserve offer letter.,1,1
PrimeGlobal Solutions,We are an IT staffing firm partnering with MNC clients. All communication happens from verified company email domains.,0,0
BlueTech Partners,All communication happens from verified company email domains. We are an IT staffing firm partnering with MNC clients.,0,0
OverseasCash Agency,Demands non-refundable registration fee to reserve offer letter. Simple work from mobile. Join now by paying account creation fee.,1,1
ConsultingStaffing Partners,Consulting and training firm in data science. Candidates are hired as full time employees with standard background checks.,0,0
StaffingBlue Solutions,Recruitment for clients is free for job seekers. All communication happens from verified company email domains.,0,0
GuaranteedFirst Agency,Demands non-refundable registration fee to reserve offer letter. Must pay consultancy fee and visa processing amount in advance.,1,1
BrightSummit HR,Consulting and training firm in data science. Candidates are hired as full time employees with standard background checks.,0,0
StaffingUrban Staffing,All communication happens from verified company email domains. All openings are listed on our official website.,0,0
InstantCash Services,100% placement guarantee. Freshers must pay placement fee. Asks candidates to pay processing fee in cash before employer details.,1,1
PlacementJob Agency,Earn daily 3000 INR. First pay processing fee for ID card. NO INTERVIEW required. Send joining fee on Google Pay.,1,1
PartnersSilver Staffing,All openings are listed on our official website. Service charges are billed only to client companies.,0,0
BlueBlue Staffing,Service charges are billed only to client companies. Recruitment for clients is free for job seekers.,0,0
Dream100% Jobs,100% placement guarantee. Freshers must pay placement fee. NO INTERVIEW required. Send joining fee on Google Pay.,1,1
StaffingAdvisory Solutions,Provides project-based hiring for Java and .NET engineers. Official recruitment partner for mid-size software companies.,0,0
100%Cash Agency,Pay joining fee to access premium job list and HR contacts. 100% placement guarantee. Freshers must pay placement fee.,0,1
PartnersConsulting Solutions,Provides project-based hiring for Java and .NET engineers. All communication happens from verified company email domains.,0,0
NextGenBright HR,Candidates are hired as full time employees with standard background checks. No fees are collected from candidates at any stage.,0,0
NextGenPartners Solutions,"Selection process includes technical test and HR round. We are paid by employers, not by job seekers.",0,0
ConsultingBlue Partners,Selection process includes technical test and HR round. Works only on retained search basis.,0,0
BlueStaffing HR,We are an IT staffing firm partnering with MNC clients. Selection process includes technical test and HR round.,0,0
PayPay Agency,Earn daily 3000 INR. First pay processing fee for ID card. Activation fee must be paid immediately to unlock projects.,1,1
PrimeStaffing Solutions,We provide 100 percent placement assistance after our intensive 6-month paid bootcamp. Recruitment itself is free.,1,0
RoyalWay Placement & Training,Conducts classroom training and then pressures students to pay extra 'placement guarantee amount' promising offer within 10 days.,1,1
BlueGlobal Staffing,"We are paid by employers, not by job seekers. We are paid by employers, not by job seekers.",0,0
CoreTech Partners,Works only on retained search basis. Provides project-based hiring for Java and .NET engineers.,0,0
SummitNextGen Partners,"We are paid by employers, not by job seekers. All openings are listed on our official website.",0,0
OverseasQuick Consultancy,Simple work from mobile. Join now by paying account creation fee. Must pay consultancy fee and visa processing amount in advance.,1,1
EasyEasy Services,NO INTERVIEW required. Send joining fee on Google Pay. NO INTERVIEW required. Send joining fee on Google Pay.,1,1
NextStep Careers,Career guidance and resume support platform. We sell resume review packages but never promise guaranteed jobs or ask for registration fee for interviews.,0,0
DreamEasy Consultancy,Must pay consultancy fee and visa processing amount in advance. Must pay consultancy fee and visa processing amount in advance.,1,1
BrightBright Staffing,Service charges are billed only to client companies. Selection process includes technical test and HR round.,1,0
EasyGuaranteed Agency,We guarantee job in MNC without exams. Pay security deposit. Part-time copy paste work. First transfer processing fee.,1,1
CashJob Agency,Earn daily 3000 INR. First pay processing fee for ID card. Simple work from mobile. Join now by paying account creation fee.,0,1
TechPrime Partners,Works only on retained search basis. Official recruitment partner for mid-size software companies.,0,0
JobJob Consultancy,We offer premium job placement services for freshers and experienced candidates.,1,1
SureShot100% Services,Get selected instantly for high-paying job. Just pay registration fee. Activation fee must be paid immediately to unlock projects.,1,1
GuaranteedOverseas Services,Earn daily 3000 INR. First pay processing fee for ID card. We guarantee job in MNC without exams. Pay security deposit.,1,1
100%SureShot Services,One-time registration fee required before sharing interview location. Pay joining fee to access premium job list and HR contacts.,1,1
StaffingCity HR,Candidates are hired as full time employees with standard background checks. Provides project-based hiring for Java and .NET engineers.,0,0
SilverCity Staffing,All openings are listed on our official website. Recruitment for clients is free for job seekers.,0,0
PartnersSilver Solutions,"Candidates are hired as full time employees with standard background checks. We are paid by employers, not by job seekers.",0,0
AdvisoryNextGen HR,Provides project-based hiring for Java and .NET engineers. No fees are collected from candidates at any stage.,0,0
FirstJob Services,One-time registration fee required before sharing interview location. NO INTERVIEW required. Send joining fee on Google Pay.,1,1
PlacementEasy Services,Pay joining fee to access premium job list and HR contacts. Part-time copy paste work. First transfer processing fee.,1,1
PartnersStaffing Staffing,"Official recruitment partner for mid-size software companies. We are paid by employers, not by job seekers.",0,0
HRAdvisory HR,We provide 100 percent placement assistance after our intensive 6-month paid bootcamp. Recruitment itself is free.,1,0
FocusEdge Placement Services,Local consultancy that runs weekend walk‑in drives. A notice board at the office states that 'Any consultant asking money from candidates is indulging in fraud.',0,0
GuaranteedSureShot Agency,Part-time copy paste work. First transfer processing fee. Demands non-refundable registration fee to reserve offer letter.,1,1
Everest Peak HR Consulting,"Handles leadership hiring for banks and fintech startups. Shortlisted candidates are introduced to client HR over official email threads, and no payments are ever requested.",0,0
GlobalCity Staffing,"We are paid by employers, not by job seekers. Consulting and training firm in data science.",0,0
StaffingStaffing Staffing,Candidates are hired as full time employees with standard background checks. All openings are listed on our official website.,0,0
100%Dream Consultancy,100% placement guarantee. Freshers must pay placement fee. Earn daily 3000 INR. First pay processing fee for ID card.,1,1
SureShotDream Agency,We guarantee job in MNC without exams. Pay security deposit. Asks candidates to pay processing fee in cash before employer details.,1,1
QuickGuaranteed Jobs,Earn daily 3000 INR. First pay processing fee for ID card. One-time registration fee required before sharing interview location.,1,1
DreamPlacement Jobs,NO INTERVIEW required. Send joining fee on Google Pay. NO INTERVIEW required. Send joining fee on Google Pay.,1,1
CampusBridge Talent Partners,College hiring partner for IT firms. We conduct on‑campus drives and virtual tests; students are not charged any job guarantee money.,0,0
PayEasy Services,We guarantee job in MNC without exams. Pay security deposit. Earn daily 3000 INR. First pay processing fee for ID card.,0,1
StarWorld Job Placement,Posts generic ads promising 'sure job in 7 days'. Asks applicants to pay 3000 through wallet before giving interview address.,1,1
GreenPath Resources,Provides staffing solutions in renewable energy sector. All proposals and offer letters carry company letterhead and registration numbers; they display a helpline to report any fee requests.,0,0
BrightTech Staffing,We provide 100 percent placement assistance after our intensive 6-month paid bootcamp. Recruitment itself is free.,1,0
SureShotGuaranteed Services,We offer premium job placement services for freshers and experienced candidates.,1,1
TechSummit Partners,Recruitment for clients is free for job seekers. Consulting and training firm in data science.,0,0
SynergyPath HR Consulting,Uses a secure ATS system where candidates track status online. All terms and conditions emphasize that recruitment is free for applicants across all locations.,0,0
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
DreamPath Placements,Claims to provide direct placement in multinational companies without interviews. Requires advance payment for documentation and onboarding,0,1
